Image_no,,,,,,,Folder_No,,,,Pred_x,pred_y,Pred_label,Manual_label
139,0,0,8,6,6,10,4,0,1,0,9.465004921,1.5690852404,L,L
140,0,0,8,6,6,10,4,0,1,0,9.1829833984,1.2821295261,L,L
141,0,0,8,6,6,10,4,0,1,0,9.3631448746,1.3881014585,L,L
142,0,0,8,6,6,10,4,0,1,0,9.9834718704,1.2255628109,L,L
143,0,0,8,6,6,10,4,0,1,0,10.9151592255,1.2593479156,L,L
144,0,0,8,6,6,10,4,0,1,0,9.6683616638,1.4806594849,L,L
145,0,0,8,6,6,10,4,0,1,0,9.4488868713,1.2653936148,L,L
146,0,0,8,6,6,10,4,0,1,0,9.8693237305,1.2252417803,L,L
147,0,0,8,6,6,10,4,0,1,0,10.190328598,1.1522916555,L,L
148,0,0,8,6,6,10,4,0,1,0,9.5536689758,0.4921829104,L,L
149,0,0,8,6,6,10,4,0,1,0,9.7566795349,1.0382428169,L,L
150,0,0,8,6,6,10,4,0,1,0,9.6071681976,0.9857663512,L,L
151,0,0,8,6,6,10,4,0,1,0,9.3685741425,1.0184850693,L,L
152,0,0,8,6,6,10,4,0,1,0,9.6667003632,1.1408057213,L,L
153,0,0,8,6,6,10,4,0,1,0,9.4153661728,0.6382525563,L,L
154,0,0,8,6,6,10,4,0,1,0,9.5951166153,1.2063060999,L,L
155,0,0,8,6,6,10,4,0,1,0,9.5951166153,1.2063060999,L,L
156,0,0,8,6,6,10,4,0,1,0,10.1309251785,0.7804579139,L,L
157,0,0,8,6,6,10,4,0,1,0,9.5078144073,1.1119422913,L,L
158,0,0,8,6,6,10,4,0,1,0,9.8876209259,0.5325730443,L,L
159,0,0,8,6,6,10,4,0,1,0,9.6255083084,0.3746202588,L,L
160,0,0,8,6,6,10,4,0,1,0,9.014550209,0.765809834,L,L
161,0,0,8,6,6,10,4,0,1,0,9.4365434647,0.2189765722,L,L
162,0,0,8,6,6,10,4,0,1,0,8.8901662827,0.9073165059,L,L
163,0,0,8,6,6,10,4,0,1,0,8.9378623962,0.636359036,L,L
164,0,0,8,6,6,10,4,0,1,0,8.8324489594,0.9142196774,L,L
165,0,0,8,6,6,10,4,0,1,0,8.7050590515,0.9081961513,L,L
166,0,0,8,6,6,10,4,0,1,0,8.7325839996,1.1391283274,L,L
167,0,0,8,6,6,10,4,0,1,0,5.7726335526,-0.2741838694,L,L
168,0,0,8,6,6,10,4,0,1,0,3.685687542,-0.3325223923,L,L
169,0,0,8,6,6,10,4,0,1,0,3.685687542,-0.3325223923,L,R
170,0,0,8,6,6,10,4,0,1,0,2.6775145531,-0.821380794,L,R
171,0,0,8,6,6,10,4,0,1,0,2.2521438599,-0.9443978071,L,R
172,0,0,8,6,6,10,4,0,1,0,1.0892478228,-1.1950211525,R,R
173,0,0,8,6,6,10,4,0,1,0,0.221280098,-1.5512279272,R,R
174,0,0,8,6,6,10,4,0,1,0,0.4245415926,-1.267762661,R,R
175,0,0,8,6,6,10,4,0,1,0,0.4418767095,-0.5182799697,R,R
176,0,0,8,6,6,10,4,0,1,0,0.3635531068,-0.5502287745,R,R
177,0,0,8,6,6,10,4,0,1,0,0.45388484,-1.0340180397,R,R
178,0,0,8,6,6,10,4,0,1,0,0.5756364465,-0.4810957909,R,R
179,0,0,8,6,6,10,4,0,1,0,0.3591884375,-0.667121768,R,R
180,0,0,8,6,6,10,4,0,1,0,-0.1967597008,-1.5648577213,R,R
181,0,0,8,6,6,10,4,0,1,0,-0.1911014318,-1.5653499365,R,R
182,0,0,8,6,6,10,4,0,1,0,-0.2166560888,-1.5418055058,R,R
183,0,0,8,6,6,10,4,0,1,0,-0.6811342835,-1.2666339874,R,R
184,0,0,8,6,6,10,4,0,1,0,-1.0161219835,-2.0523352623,R,R
185,0,0,8,6,6,10,4,0,1,0,-1.5746638775,-1.5766915083,R,R
186,0,0,8,6,6,10,4,0,1,0,-0.2847070694,-1.5282859802,R,R
187,0,0,8,6,6,10,4,0,1,0,-0.5757939219,-1.6571965218,R,R
188,0,0,8,6,6,10,4,0,1,0,0.169033885,-1.9091082811,R,R
189,0,0,8,6,6,10,4,0,1,0,0.0255999565,-1.7230117321,R,R
190,0,0,8,6,6,10,4,0,1,0,0.0088266134,-1.8222570419,R,R
191,0,0,8,6,6,10,4,0,1,0,-1.5669747591,-1.4124698639,R,R
192,0,0,8,6,6,10,4,0,1,0,-1.6436680555,-1.6773250103,R,R
193,0,0,8,6,6,10,4,0,1,0,-1.3212614059,-1.1534458399,R,R
194,0,0,8,6,6,10,4,0,1,0,-1.2319862843,-1.9550908804,R,R
195,0,0,8,6,6,10,4,0,1,0,-1.4076651335,-1.4957177639,R,R
196,0,0,8,6,6,10,4,0,1,0,-1.2324914932,-1.4937657118,R,R
197,0,0,8,6,6,10,4,0,1,0,-1.0749268532,-1.4099422693,R,R
198,0,0,8,6,6,10,4,0,1,0,-1.213567853,-2.1839287281,R,R
199,0,0,8,6,6,10,4,0,1,0,-1.6022891998,-2.1823296547,R,R
200,0,0,8,6,6,10,4,0,1,0,-1.4557220936,-2.0117828846,R,R
201,0,0,8,6,6,10,4,0,1,0,-1.5121027231,-1.838476181,R,R
202,0,0,8,6,6,10,4,0,1,0,-1.6364587545,-1.9133120775,R,R
203,0,0,8,6,6,10,4,0,1,0,-1.5741223097,-1.6967799664,R,R
204,0,0,8,6,6,10,4,0,1,0,-1.4658449888,-1.7059636116,R,R
205,0,0,8,6,6,10,4,0,1,0,-1.4812897444,-2.4869024754,R,R
206,0,0,8,6,6,10,4,0,1,0,-0.9983514547,-2.3010339737,R,R
207,0,0,8,6,6,10,4,0,1,0,-1.5163203478,-2.0215909481,R,R
208,0,0,8,6,6,10,4,0,1,0,-1.4088166952,-2.1157231331,R,R
209,0,0,8,6,6,10,4,0,1,0,-1.0890315771,-1.9087607861,R,R
210,0,0,8,6,6,10,4,0,1,0,-0.979523778,-2.0135104656,R,R
211,0,0,8,6,6,10,4,0,1,0,-0.3712310195,-1.7535638809,R,R
212,0,0,8,6,6,10,4,0,1,0,-0.3087751865,-1.8656404018,R,R
213,0,0,8,6,6,10,4,0,1,0,-0.6980139017,-1.3153012991,R,R
214,0,0,8,6,6,10,4,0,1,0,-0.8071963191,-1.6488723755,R,R
215,0,0,8,6,6,10,4,0,1,0,-0.8060990572,-2.2890644073,R,R
216,0,0,8,6,6,10,4,0,1,0,-0.9127066731,-1.4280416965,R,R
217,0,0,8,6,6,10,4,0,1,0,-0.3729727268,-1.7758433819,R,R
218,0,0,8,6,6,10,4,0,1,0,-0.5689729452,-1.0382385254,R,R
219,0,0,8,6,6,10,4,0,1,0,-0.4804514647,-1.1289861202,R,R
220,0,0,8,6,6,10,4,0,1,0,-0.0964394808,-2.2827289104,R,R
221,0,0,8,6,6,10,4,0,1,0,0.4167459607,-1.6643903255,R,R
222,0,0,8,6,6,10,4,0,1,0,0.5611026883,-1.7663347721,R,R
223,0,0,8,6,6,10,4,0,1,0,0.4039785266,-1.6245706081,R,R
224,0,0,8,6,6,10,4,0,1,0,0.5114812255,-2.0526032448,R,R
225,0,0,8,6,6,10,4,0,1,0,0.2056745887,-2.2406365871,R,R
226,0,0,8,6,6,10,4,0,1,0,0.219135046,-1.9509452581,R,R
227,0,0,8,6,6,10,4,0,1,0,-0.4670997858,-2.1185767651,R,R
228,0,0,8,6,6,10,4,0,1,0,0.2439180613,-1.7148623466,R,R
229,0,0,8,6,6,10,4,0,1,0,0.3361970782,-1.5351301432,R,R
230,0,0,8,6,6,10,4,0,1,0,-1.2148418427,-1.4934995174,R,R
231,0,0,8,6,6,10,4,0,1,0,-0.3986337781,-2.1638360023,R,R
232,0,0,8,6,6,10,4,0,1,0,-0.1147521138,-1.5458523035,R,R
233,0,0,8,6,6,10,4,0,1,0,-0.0302344561,-1.3671370745,R,R
234,0,0,8,6,6,10,4,0,1,0,-0.9717769623,-1.4281976223,R,R
235,0,0,8,6,6,10,4,0,1,0,-0.5229666233,-0.8240352869,R,R
236,0,0,8,6,6,10,4,0,1,0,0.2132681012,-1.51075387,R,R
237,0,0,8,6,6,10,4,0,1,0,0.1919370294,-1.8194696903,R,R
238,0,0,8,6,6,10,4,0,1,0,0.3240838647,-1.761116147,R,R
239,0,0,8,6,6,10,4,0,1,0,-0.2356724739,-0.7932559848,R,R
240,0,0,8,6,6,10,4,0,1,0,0.4382696748,-1.4737353325,R,R
241,0,0,8,6,6,10,4,0,1,0,-0.4260025024,-1.9727888107,R,R
242,0,0,8,6,6,10,4,0,1,0,0.0860578418,-2.2293832302,R,R
243,0,0,8,6,6,10,4,0,1,0,-0.0837730169,-2.0292990208,R,R
244,0,0,8,6,6,10,4,0,1,0,-0.2910841703,-1.2714245319,R,R
245,0,0,8,6,6,10,4,0,1,0,-0.3899110556,-1.2007728815,R,R
246,0,0,8,6,6,10,4,0,1,0,0.025834322,-2.0102231503,R,R
247,0,0,8,6,6,10,4,0,1,0,-0.3127441406,-2.2281200886,R,R
248,0,0,8,6,6,10,4,0,1,0,-0.5341719389,-1.4585664272,R,R
249,0,0,8,6,6,10,4,0,1,0,-0.1653360128,-2.2172095776,R,R
250,0,0,8,6,6,10,4,0,1,0,-0.2120773196,-0.4056237936,R,R
251,0,0,8,6,6,10,4,0,1,0,-0.5299185514,-0.7772915959,R,R
252,0,0,8,6,6,10,4,0,1,0,0.2257425189,-0.4926589727,R,R
253,0,0,8,6,6,10,4,0,1,0,0.2817066908,-1.5575602055,R,R
254,0,0,8,6,6,10,4,0,1,0,-0.4429165125,-0.8616863489,R,R
255,0,0,8,6,6,10,4,0,1,0,-0.5660862327,-1.5056807995,R,R
256,0,0,8,6,6,10,4,0,1,0,-0.6213533878,-1.3395469189,R,R
257,0,0,8,6,6,10,4,0,1,0,0.4385263324,0.2332518846,R,R
258,0,0,8,6,6,10,4,0,1,0,0.1851566434,-0.6410828233,R,R
259,0,0,8,6,6,10,4,0,1,0,-0.0157283545,-0.9476204515,R,R
260,0,0,8,6,6,10,4,0,1,0,-0.0255030394,-1.2313550711,R,R
261,0,0,8,6,6,10,4,0,1,0,1.5091069937,-0.5011467338,R,R
262,0,0,8,6,6,10,4,0,1,0,1.6656689644,-0.3999173641,R,R
263,0,0,8,6,6,10,4,0,1,0,1.8613549471,-0.0307363123,R,R
264,0,0,8,6,6,10,4,0,1,0,1.283313632,-0.4509757161,R,R
265,0,0,8,6,6,10,4,0,1,0,2.0037407875,-0.1123547405,L,R
266,0,0,8,6,6,10,4,0,1,0,1.8240040541,-0.364885211,R,R
267,0,0,8,6,6,10,4,0,1,0,1.6475018263,-0.1904977411,R,R
268,0,0,8,6,6,10,4,0,1,0,1.0421959162,-0.5611364841,R,R
269,0,0,8,6,6,10,4,0,1,0,1.6021723747,-0.5431544185,R,R
270,0,0,8,6,6,10,4,0,1,0,0.3159943819,-1.2606502771,R,R
271,0,0,8,6,6,10,4,0,1,0,0.8365061283,-0.6875913143,R,R
272,0,0,8,6,6,10,4,0,1,0,0.9038228989,-1.1149386168,R,R
273,0,0,8,6,6,10,4,0,1,0,0.7347587943,-0.5266596675,R,R
274,0,0,8,6,6,10,4,0,1,0,1.0112842321,-0.3343531489,R,R
275,0,0,8,6,6,10,4,0,1,0,0.5675461292,-1.2792845964,R,R
276,0,0,8,6,6,10,4,0,1,0,0.2092250586,-0.7341839075,R,R
277,0,0,8,6,6,10,4,0,1,0,0.5848743916,-0.61611408,R,R
278,0,0,8,6,6,10,4,0,1,0,1.1960119009,-1.0431311131,R,R
279,0,0,8,6,6,10,4,0,1,0,0.7996252775,-0.7948115468,R,R
280,0,0,8,6,6,10,4,0,1,0,1.0419939756,-0.7576956749,R,R
281,0,0,8,6,6,10,4,0,1,0,0.5173392892,-1.5915164948,R,R
282,0,0,8,6,6,10,4,0,1,0,0.4804036617,-1.6060533524,R,R
283,0,0,8,6,6,10,4,0,1,0,0.6233915687,-1.7903336287,R,R
284,0,0,8,6,6,10,4,0,1,0,0.7311614752,-0.8965666294,R,R
285,0,0,8,6,6,10,4,0,1,0,0.7924485207,-1.634125948,R,R
286,0,0,8,6,6,10,4,0,1,0,0.9315026999,-1.154733777,R,R
287,0,0,8,6,6,10,4,0,1,0,0.7341174483,-0.6079636216,R,R
288,0,0,8,6,6,10,4,0,1,0,0.820119977,-0.6053587198,R,R
289,0,0,8,6,6,10,4,0,1,0,0.9322451353,-1.3489482403,R,R
290,0,0,8,6,6,10,4,0,1,0,0.5069103241,-1.0112266541,R,R
291,0,0,8,6,6,10,4,0,1,0,0.5960009694,-0.9027873874,R,R
292,0,0,8,6,6,10,4,0,1,0,0.9463549852,-1.4919571877,R,R
293,0,0,8,6,6,10,4,0,1,0,0.8158667088,-1.6754367352,R,R
294,0,0,8,6,6,10,4,0,1,0,0.5456675291,-0.8416398168,R,R
295,0,0,8,6,6,10,4,0,1,0,0.5816725492,-1.5008405447,R,R
296,0,0,8,6,6,10,4,0,1,0,0.1201632023,-1.2859963179,R,R
297,0,0,8,6,6,10,4,0,1,0,0.5337335467,-1.9229277372,R,R
298,0,0,8,6,6,10,4,0,1,0,-0.0925660133,-1.4438138008,R,R
299,0,0,8,6,6,10,4,0,1,0,0.4277877212,-1.6550378799,R,R
300,0,0,8,6,6,10,4,0,1,0,0.1450884342,-1.3007180691,R,R
301,0,0,8,6,6,10,4,0,1,0,0.3394223452,-1.3841331005,R,R
302,0,0,8,6,6,10,4,0,1,0,0.7249512672,-0.6297769547,R,R
303,0,0,8,6,6,10,4,0,1,0,0.5611903667,-1.0004640818,R,R
304,0,0,8,6,6,10,4,0,1,0,0.4000269771,-1.582275629,R,R
305,0,0,8,6,6,10,4,0,1,0,0.5575076938,-1.2085442543,R,R
306,0,0,8,6,6,10,4,0,1,0,0.1882117391,-1.7281303406,R,R
307,0,0,8,6,6,10,4,0,1,0,0.4067234993,-1.7514226437,R,R
308,0,0,8,6,6,10,4,0,1,0,-0.2737112045,-1.854424715,R,R
309,0,0,8,6,6,10,4,0,1,0,-0.2737112045,-1.854424715,R,R
310,0,0,8,6,6,10,4,0,1,0,0.0479528904,-1.5471334457,R,R
311,0,0,8,6,6,10,4,0,1,0,0.415147543,-1.548507452,R,R
312,0,0,8,6,6,10,4,0,1,0,0.2132624388,-1.4560996294,R,R
313,0,0,8,6,6,10,4,0,1,0,-0.1323751211,-1.7930529118,R,R
314,0,0,8,6,6,10,4,0,1,0,0.5300168395,-1.5069720745,R,R
315,0,0,8,6,6,10,4,0,1,0,0.1882635355,-1.561085701,R,R
316,0,0,8,6,6,10,4,0,1,0,0.5570108891,-2.2376987934,R,R
317,0,0,8,6,6,10,4,0,1,0,6.2820277214,-0.4609627128,L,L
318,0,0,8,6,6,10,4,0,1,0,8.7906866074,0.0179599077,L,L
319,0,0,8,6,6,10,4,0,1,0,9.3043699265,0.0059260875,L,L
320,0,0,8,6,6,10,4,0,1,0,9.2377109528,0.7490071654,L,L
321,0,0,8,6,6,10,4,0,1,0,8.9333381653,0.4877054095,L,L
322,0,0,8,6,6,10,4,0,1,0,8.3014602661,0.8334752917,L,L
323,0,0,8,6,6,10,4,0,1,0,8.48138237,0.8893656135,L,L
324,0,0,8,6,6,10,4,0,1,0,9.7053127289,0.8428745866,L,L
325,0,0,8,6,6,10,4,0,1,0,8.6139163971,0.5682062507,L,L
326,0,0,8,6,6,10,4,0,1,0,8.6948204041,1.1249401569,L,L
327,0,0,8,6,6,10,4,0,1,0,9.1992368698,1.3014886379,L,L
328,0,0,8,6,6,10,4,0,1,0,9.7723836899,1.532920599,L,L
329,0,0,8,6,6,10,4,0,1,0,9.0754680634,1.1983886957,L,L
330,0,0,8,6,6,10,4,0,1,0,8.952126503,1.2992175817,L,L
331,0,0,8,6,6,10,4,0,1,0,8.9513139725,1.1323364973,L,L
332,0,0,8,6,6,10,4,0,1,0,9.3782730103,0.7831317782,L,L
333,0,0,8,6,6,10,4,0,1,0,9.0254945755,1.000269413,L,L
334,0,0,8,6,6,10,4,0,1,0,8.9756135941,0.2662100196,L,L
335,0,0,8,6,6,10,4,0,1,0,9.0587978363,1.1665928364,L,L
336,0,0,8,6,6,10,4,0,1,0,8.782579422,1.1876140833,L,L
337,0,0,8,6,6,10,4,0,1,0,8.45611763,1.5069339275,L,L
338,0,0,8,6,6,10,4,0,1,0,8.5272083282,1.5819334984,L,L
339,0,0,8,6,6,10,4,0,1,0,8.5771617889,1.4647092819,L,L
340,0,0,8,6,6,10,4,0,1,0,8.9750413895,1.3780757189,L,L
341,0,0,8,6,6,10,4,0,1,0,8.9325389862,1.4982668161,L,L
342,0,0,8,6,6,10,4,0,1,0,8.5679311752,1.3822442293,L,L
343,0,0,8,6,6,10,4,0,1,0,9.1944942474,1.2166779041,L,L
344,0,0,8,6,6,10,4,0,1,0,8.8369750977,1.8857634068,L,L
345,0,0,8,6,6,10,4,0,1,0,9.5238895416,0.9232922196,L,L
346,0,0,8,6,6,10,4,0,1,0,8.9359207153,0.7661867738,L,L
347,0,0,8,6,6,10,4,0,1,0,8.7096691132,0.6918160319,L,L
348,0,0,8,6,6,10,4,0,1,0,9.3329410553,0.7118194699,L,L
349,0,0,8,6,6,10,4,0,1,0,9.0483789444,0.9201777577,L,L
350,0,0,8,6,6,10,4,0,1,0,9.0354986191,0.3538129926,L,L
351,0,0,8,6,6,10,4,0,1,0,8.8804302216,0.8763859868,L,L
352,0,0,8,6,6,10,4,0,1,0,9.4999866486,1.1469228268,L,L
353,0,0,8,6,6,10,4,0,1,0,9.4396743774,1.4292277098,L,L
354,0,0,8,6,6,10,4,0,1,0,9.3493051529,1.5555667877,L,L
355,0,0,8,6,6,10,4,0,1,0,9.7487916946,1.6181788445,L,L
356,0,0,8,6,6,10,4,0,1,0,9.5352210999,1.4285507202,L,L
357,0,0,8,6,6,10,4,0,1,0,9.8035182953,1.7073471546,L,L
358,0,0,8,6,6,10,4,0,1,0,8.9171705246,1.3738344908,L,L
359,0,0,8,6,6,10,4,0,1,0,9.8259983063,1.5604752302,L,L
360,0,0,8,6,6,10,4,0,1,0,8.9968795776,1.0417094231,L,L
361,0,0,8,6,6,10,4,0,1,0,9.9480066299,1.0634108782,L,L
362,0,0,8,6,6,10,4,0,1,0,9.3921709061,0.805652082,L,L
363,0,0,8,6,6,10,4,0,1,0,9.4085693359,1.1200357676,L,L
364,0,0,8,6,6,10,4,0,1,0,9.9992322922,0.9643480182,L,L
365,0,0,8,6,6,10,4,0,1,0,9.0144081116,0.6315985322,L,L
366,0,0,8,6,6,10,4,0,1,0,9.9160814285,0.8173854947,L,L
367,0,0,8,6,6,10,4,0,1,0,9.258934021,0.7292270064,L,L
368,0,0,8,6,6,10,4,0,1,0,10.2909793854,0.8025775552,L,L
369,0,0,8,6,6,10,4,0,1,0,9.2406053543,0.5744253993,L,L
370,0,0,8,6,6,10,4,0,1,0,9.2446184158,0.6391169429,L,L
371,0,0,8,6,6,10,4,0,1,0,10.0048265457,0.8000071645,L,L
372,0,0,8,6,6,10,4,0,1,0,10.3582878113,0.9512831569,L,L
373,0,0,8,6,6,10,4,0,1,0,10.3549213409,0.931533277,L,L
374,0,0,8,6,6,10,4,0,1,0,9.853723526,0.5836059451,L,L
375,0,0,8,6,6,10,4,0,1,0,10.4548778534,0.9720861316,L,L
376,0,0,8,6,6,10,4,0,1,0,10.3401012421,0.940961659,L,L
377,0,0,8,6,6,10,4,0,1,0,9.6182575226,0.7975816131,L,L
378,0,0,8,6,6,10,4,0,1,0,9.645611763,0.7496430278,L,L
379,0,0,8,6,6,10,4,0,1,0,9.3532152176,0.205589965,L,L
380,0,0,8,6,6,10,4,0,1,0,8.8341560364,0.44555825,L,L
381,0,0,8,6,6,10,4,0,1,0,9.0910730362,0.5522561669,L,L
382,0,0,8,6,6,10,4,0,1,0,10.0122842789,1.059066534,L,L
383,0,0,8,6,6,10,4,0,1,0,9.6387195587,1.0676865578,L,L
384,0,0,8,6,6,10,4,0,1,0,9.7439174652,1.1887027025,L,L
385,0,0,8,6,6,10,4,0,1,0,9.9851427078,1.2191342115,L,L
386,0,0,8,6,6,10,4,0,1,0,8.9264383316,0.7001511455,L,L
387,0,0,8,6,6,10,4,0,1,0,9.3134078979,0.7888388038,L,L
388,0,0,8,6,6,10,4,0,1,0,9.0708427429,0.6961875558,L,L
389,0,0,8,6,6,10,4,0,1,0,9.0592880249,0.5683483481,L,L
390,0,0,8,6,6,10,4,0,1,0,9.1051425934,0.6284658313,L,L
391,0,0,8,6,6,10,4,0,1,0,9.9680128098,1.1685905457,L,L
392,0,0,8,6,6,10,4,0,1,0,9.6632652283,1.4416592121,L,L
393,0,0,8,6,6,10,4,0,1,0,9.6471767426,1.5356155634,L,L
394,0,0,8,6,6,10,4,0,1,0,9.4750528336,1.5055139065,L,L
395,0,0,8,6,6,10,4,0,1,0,9.3145141602,1.3365460634,L,L
396,0,0,8,6,6,10,4,0,1,0,10.090130806,1.2252204418,L,L
397,0,0,8,6,6,10,4,0,1,0,9.4337215424,1.3611915112,L,L
398,0,0,8,6,6,10,4,0,1,0,9.416554451,1.2518523932,L,L
399,0,0,8,6,6,10,4,0,1,0,9.4907884598,1.4738607407,L,L
400,0,0,8,6,6,10,4,0,1,0,9.3780469894,1.3310450315,L,L
401,0,0,8,6,6,10,4,0,1,0,9.0308361053,1.5519706011,L,L
402,0,0,8,6,6,10,4,0,1,0,9.7495126724,1.1534883976,L,L
403,0,0,8,6,6,10,4,0,1,0,9.6319923401,1.095916748,L,L
404,0,0,8,6,6,10,4,0,1,0,9.4212150574,1.0087801218,L,L
405,0,0,8,6,6,10,4,0,1,0,9.7013626099,0.8804020286,L,L
406,0,0,8,6,6,10,4,0,1,0,9.1026573181,0.9123874307,L,L
407,0,0,8,6,6,10,4,0,1,0,9.1051540375,0.9943240285,L,L
408,0,0,8,6,6,10,4,0,1,0,10.1603441238,0.5746197104,L,L
409,0,0,8,6,6,10,4,0,1,0,9.4385690689,0.8320195079,L,L
410,0,0,8,6,6,10,4,0,1,0,10.0464267731,0.8863708377,L,L
411,0,0,8,6,6,10,4,0,1,0,9.3406181335,1.3122113943,L,L
412,0,0,8,6,6,10,4,0,1,0,9.3734941483,1.2699586153,L,L
413,0,0,8,6,6,10,4,0,1,0,9.3738279343,1.0596430302,L,L
414,0,0,8,6,6,10,4,0,1,0,9.3730640411,1.1156105995,L,L
415,0,0,8,6,6,10,4,0,1,0,9.6302528381,1.0668145418,L,L
416,0,0,8,6,6,10,4,0,1,0,9.8311834335,0.9694456458,L,L
417,0,0,8,6,6,10,4,0,1,0,9.9539747238,1.0185462236,L,L
418,0,0,8,6,6,10,4,0,1,0,9.8226642609,1.2811596394,L,L
419,0,0,8,6,6,10,4,0,1,0,9.7154521942,1.0965367556,L,L
420,0,0,8,6,6,10,4,0,1,0,9.7705097198,1.092428565,L,L
421,0,0,8,6,6,10,4,0,1,0,9.5984840393,0.9024141431,L,L
422,0,0,8,6,6,10,4,0,1,0,9.8878335953,1.1165151596,L,L
423,0,0,8,6,6,10,4,0,1,0,9.1602497101,0.9284294248,L,L
424,0,0,8,6,6,10,4,0,1,0,8.9443416595,0.8069916368,L,L
425,0,0,8,6,6,10,4,0,1,0,9.2484636307,1.2295339108,L,L
426,0,0,8,6,6,10,4,0,1,0,9.1605129242,1.14364779,L,L
427,0,0,8,6,6,10,4,0,1,0,9.2086906433,1.4790298939,L,L
428,0,0,8,6,6,10,4,0,1,0,8.8276309967,1.493454814,L,L
429,0,0,8,6,6,10,4,0,1,0,9.3036165237,1.375379324,L,L
430,0,0,8,6,6,10,4,0,1,0,8.1414546967,0.9846019149,L,L
431,0,0,8,6,6,10,4,0,1,0,9.2463579178,1.2982531786,L,L
432,0,0,8,6,6,10,4,0,1,0,8.8203125,2.0973083973,L,L
433,0,0,8,6,6,10,4,0,1,0,8.9494905472,1.8603727818,L,L
434,0,0,8,6,6,10,4,0,1,0,9.3061323166,0.2974960804,L,L
435,0,0,8,6,6,10,4,0,1,0,8.3317327499,0.9785767198,L,L
436,0,0,8,6,6,10,4,0,1,0,9.0177116394,0.45017308,L,L
437,0,0,8,6,6,10,4,0,1,0,9.0810890198,0.3911934495,L,L
438,0,0,8,6,6,10,4,0,1,0,9.043012619,0.0159213096,L,L
439,0,0,8,6,6,10,4,0,1,0,8.6497564316,0.654429853,L,L
440,0,0,8,6,6,10,4,0,1,0,8.7755098343,0.7325170636,L,L
441,0,0,8,6,6,10,4,0,1,0,8.479429245,0.1773319989,L,L
442,0,0,8,6,6,10,4,0,1,0,9.2562446594,0.8499533534,L,L
443,0,0,8,6,6,10,4,0,1,0,9.1377067566,0.5854149461,L,L
444,0,0,8,6,6,10,4,0,1,0,9.2961750031,0.622402966,L,L
445,0,0,8,6,6,10,4,0,1,0,9.6531686783,0.6694853902,L,L
446,0,0,8,6,6,10,4,0,1,0,9.3877372742,0.6830247045,L,L
447,0,0,8,6,6,10,4,0,1,0,9.8847885132,1.0195226669,L,L
448,0,0,8,6,6,10,4,0,1,0,9.2627868652,0.5910224319,L,L
449,0,0,8,6,6,10,4,0,1,0,9.8572654724,1.0893371105,L,L
450,0,0,8,6,6,10,4,0,1,0,9.5166540146,0.7890124917,L,R
451,0,0,8,6,6,10,4,0,1,0,0.7830330133,0.5660791993,R,R
452,0,0,8,6,6,10,4,0,1,0,0.7830330133,0.5660791993,R,R
453,0,0,8,6,6,10,4,0,1,0,0.7947801352,0.4973009229,R,R
454,0,0,8,6,6,10,4,0,1,0,0.7968972921,0.894418776,R,R
455,0,0,8,6,6,10,4,0,1,0,1.2867860794,0.313978672,R,R
456,0,0,8,6,6,10,4,0,1,0,1.0370826721,-1.0275954008,R,R
457,0,0,8,6,6,10,4,0,1,0,1.0370826721,-1.0275954008,R,R
458,0,0,8,6,6,10,4,0,1,0,1.2028659582,0.2651669383,R,R
459,0,0,8,6,6,10,4,0,1,0,1.2768090963,0.3942568898,R,R
460,0,0,8,6,6,10,4,0,1,0,0.8827456236,0.3476944566,R,R
461,0,0,8,6,6,10,4,0,1,0,0.3125127554,-0.0513137877,R,R
462,0,0,8,6,6,10,4,0,1,0,0.9945574999,-0.458575666,R,R
463,0,0,8,6,6,10,4,0,1,0,0.0443249345,-0.3914839029,R,R
464,0,0,8,6,6,10,4,0,1,0,0.0443249345,-0.3914839029,R,R
465,0,0,8,6,6,10,4,0,1,0,0.7647447586,-0.2030147016,R,R
466,0,0,8,6,6,10,4,0,1,0,0.9940172434,-0.4430255294,R,R
467,0,0,8,6,6,10,4,0,1,0,1.0666055679,-0.5620785356,R,R
468,0,0,8,6,6,10,4,0,1,0,0.309791863,-0.7663198709,R,R
469,0,0,8,6,6,10,4,0,1,0,0.052254796,-1.1010454893,R,R
470,0,0,8,6,6,10,4,0,1,0,0.8614838123,-0.4666087627,R,R
471,0,0,8,6,6,10,4,0,1,0,0.6935750842,-0.9522663951,R,R
472,0,0,8,6,6,10,4,0,1,0,0.4167656302,-0.6772049665,R,R
473,0,0,8,6,6,10,4,0,1,0,0.55503124,-1.0960482359,R,R
474,0,0,8,6,6,10,4,0,1,0,0.6206895113,-0.7546069026,R,R
475,0,0,8,6,6,10,4,0,1,0,-0.2532885671,-0.8952394724,R,R
476,0,0,8,6,6,10,4,0,1,0,0.0775408149,0.4623911381,R,R
477,0,0,8,6,6,10,4,0,1,0,-0.1637784839,0.3923307061,R,R
478,0,0,8,6,6,10,4,0,1,0,-0.1295122504,-0.2664759159,R,R
479,0,0,8,6,6,10,4,0,1,0,0.0607280731,0.4133945704,R,R
480,0,0,8,6,6,10,4,0,1,0,0.5065149069,0.3000330329,R,R
481,0,0,8,6,6,10,4,0,1,0,0.2332068682,0.1961346418,R,R
482,0,0,8,6,6,10,4,0,1,0,-0.0572242737,0.074327901,R,R
